5.2e-05, 0, 0, 0, 0
0.040821, 0, 0, 0, 0
0.140757, 0, 0, 0, 0
0.237658, 0, 0, 0, 0
0.349621, 0, 0, 0, 0
0.407044, 0, 0, 0, 0
0.40798, 0, 0, 0, 0
1.2406, 0.11155, -0.199894, 2.33192, -0.0926703
2.16005, 0.175018, -0.199905, 3.19733, 0.050734
3.10979, 0.240921, -0.199888, 2.9525, 0.126893
4.02649, 0.23542, -0.199325, 2.22604, 0.385059
4.97756, 0.278138, -0.198412, 2.09642, 0.575165
5.91293, 0.287359, 0.199983, 2.49667, 0.734724
6.82814, 0.266586, 0.199958, 2.53919, 0.845642
7.77667, 0.29506, 0.199928, 2.22438, 0.767243
8.71209, 0.36156, 0.199952, 2.0838, 0.646765
9.42527, 0.327446, -0.199952, 2.08251, 0.514613
10.3692, 0.318467, -0.199865, 1.8712, 0.339584
11.304, 0.362947, -0.199956, 1.87652, 0.486429
12.2545, 0.380083, 0.199918, 1.96332, 0.708613
13.2095, 0.350518, 0.199936, 1.97558, 0.879709
14.1369, 0.306482, 0.199952, 2.20901, 0.871904
15.0664, 0.356481, 0.199814, 1.96964, 0.735843
16.0233, 0.4, 0.198036, 1.79072, 0.674244
16.95, 0.355918, 0.199972, 1.78511, 0.505829
17.8877, 0.299417, -0.199745, 1.70652, 0.40686
18.6184, 0.247445, -0.19958, 1.69953, 0.18826
19.5471, 0.240379, -0.199161, 1.56818, 0.198246
20.2703, 0.205423, -0.199475, 1.71013, 0.326354
21.214, 0.205474, -0.199965, 1.56387, 0.543502
22.1265, 0.219196, 0.189114, 1.56605, 0.763056
23.0511, 0.19776, 0.199625, 1.24756, 0.697603
23.9718, 0.206655, 0.199906, 1.71277, 0.516955
24.8723, 0.145346, -0.199717, 1.63449, 0.355661
25.8225, 0.150062, -0.199576, 1.43726, 0.234455
26.7209, 0.150215, -0.199475, 1.63376, 0.157133
27.6344, 0.160693, -0.19987, 1.24953, 0.343774
28.5666, 0.167991, 0.199477, 1.63089, 0.597882
29.5006, 0.155058, 0.187411, 1.20945, 0.760152
30.2323, 0.130109, 0.198744, 1.63288, 0.735361
31.1878, 0.109033, 0.199345, 1.37651, 0.65175
32.1492, 0.127203, 0.199687, 1.2508, 0.479081
33.0991, 0.124375, 0.19995, 1.13516, 0.289773
34.048, 0.119626, -0.199812, 1.55715, 0.181372
35.0072, 0.0979768, -0.199792, 1.2017, 0.307844
35.9457, 0.0960043, 0.19956, 0.964294, 0.54085
36.8919, 0.109539, 0.199594, 1.04234, 0.629433
37.8204, 0.102338, 0.199892, 1.24573, 0.515395
38.753, 0.109165, 0.199935, 1.24296, 0.321772
39.704, 0.0778745, -0.199676, 1.04533, 0.262913
40.6253, 0.0779438, -0.199587, 1.10305, 0.0785925
41.5639, 0.0781366, -0.199341, 1.25436, 0.135267
42.5058, 0.077913, -0.199627, 1.20045, 0.23832
43.4374, 0.077664, -0.199946, 1.12862, 0.525929
44.3851, 0.0969573, 0.199331, 1.0131, 0.851149
45.3187, 0.0953818, 0.198689, 1.29389, 0.817054
46.1859, 0.0776758, 0.199931, 1.19783, 0.622305
47.1082, 0.0823781, 0.199876, 1.43724, 0.591207
