5.2e-05, 0, 0, 0, 0
0.04037, 0, 0, 0, 0
0.140611, 0, 0, 0, 0
0.186237, 0, 0, 0, 0
0.221966, 0, 0, 0, 0
0.325061, 0, 0, 0, 0
0.380991, 0, 0, 0, 0
0.477699, 0, 0, 0, 0
0.582202, 0, 0, 0, 0
0.64734, 0, 0, 0, 0
0.649606, 0, 0, 0, 0
0.93496, 0, 0, 0, 0
1.68708, 0.4, -0.199804, 2.53308, 0.13283
2.64357, 0.4, -0.196349, 2.51936, 0.209157
3.60745, 0.4, -0.18108, 2.22017, 0.272266
4.54494, 0.4, -0.197266, 1.98084, 0.502578
5.48961, 0.4, 0.199824, 1.70374, 0.685573
6.44339, 0.4, 0.199971, 2.35096, 0.881657
7.31844, 0.4, 0.199899, 2.22744, 0.720316
8.25658, 0.4, 0.199905, 2.35911, 0.566232
8.98004, 0.4, -0.199989, 2.19924, 0.445765
9.91488, 0.4, -0.199472, 1.78919, 0.21917
10.8622, 0.4, -0.199858, 2.35377, 0.247884
11.8066, 0.4, 0.199937, 1.97341, 0.533938
12.7655, 0.4, 0.199803, 1.97037, 0.695783
13.7049, 0.4, 0.199037, 1.69816, 0.702338
14.6168, 0.4, 0.197404, 1.79168, 0.614403
15.3313, 0.4, 0.199996, 1.79136, 0.477585
16.2634, 0.4, -0.199738, 1.49809, 0.289459
17.1714, 0.4, -0.199489, 1.55933, 0.203977
18.1024, 0.4, -0.199629, 1.34342, 0.309791
19.0035, 0.4, 0.199899, 1.49883, 0.474663
19.7046, 0.4, 0.199279, 1.70753, 0.646013
20.4244, 0.4, 0.19942, 1.55476, 0.679683
21.3537, 0.4, 0.199589, 1.636, 0.450071
22.2658, 0.4, -0.199797, 1.50237, 0.2232
23.2018, 0.4, -0.199497, 1.44249, 0.0250351
24.0904, 0.379919, -0.199871, 1.21008, 0.114713
24.8249, 0.368124, 0.19995, 1.04438, 0.248935
25.751, 0.31177, 0.199589, 1.10074, 0.457226
26.6789, 0.311229, 0.199762, 1.20907, 0.512605
27.174, 0.311343, 0.199726, 1.16734, 0.36436
27.9766, 0.382532, 0.199947, 1.1297, 0.207048
28.9175, 0.391626, -0.199864, 0.912681, 0.0726404
29.8588, 0.4, -0.199956, 1.06687, 0.100655
30.8103, 0.4, -0.199944, 1.16888, 0.198955
31.7357, 0.4, 0.199848, 0.681107, 0.445018
32.6871, 0.4, 0.199838, 0.785, 0.534376
33.6208, 0.4, 0.199944, 0.776354, 0.368779
34.5427, 0.4, 0.199992, 0.791226, 0.219235
35.4956, 0.4, -0.19994, 0.748807, 0.0564321
36.4141, 0.4, -0.199891, 0.724069, -0.0214448
37.3348, 0.4, -0.199949, 0.580375, 0.00279618
38.2947, 0.4, -0.199996, 0.614513, 0.148832
38.9753, 0.4, 0.199971, 0.603471, 0.386416
39.7362, 0.4, 0.199979, 0.595754, 0.312616
40.659, 0.4, 0.199988, 0.552433, 0.165101
41.5848, 0.4, -0.199974, 0.530767, -0.0136369
42.543, 0.4, -0.199963, 0.557885, -0.0415294
43.2848, 0.4, -0.199987, 0.487005, 0.0191075
44.1481, 0.4, 0.199968, 0.508298, 0.256119
45.0531, 0.4, 0.199974, 0.42872, 0.264092
45.764, 0.4, 0.199974, 0.404093, 0.333724
46.7126, 0, 0, 0.378818, 0.121814
47.6445, 0.4, -0.199978, 0.416455, -0.054456
48.5911, 0.4, -0.199992, 0.443073, -0.0498609
49.5333, 0, 0, 0.362111, 0.0234456
50.457, 0, 0, 0.399927, 0.0723866
51.3886, 0.4, 0.199993, 0.405648, 0.122595
52.1225, 0, 0, 0.390237, 0.116626
53.0669, 0.4, -0.199893, 0.438606, 0.134216
54.0007, 0, 0, 0.381142, 0.132516
54.8989, 0, 0, 0.394152, 0.215551
55.6058, 0, 0, 0.395941, 0.260076
56.539, 0, 0, 0.396142, 0.261638
57.2824, 0, 0, 0.3781, 0.314601
58.233, 0.4, -0.199988, 0.404697, 0.178717
59.0881, 0, 0, 0.370118, 0.275565
59.8869, 0, 0, 0.336116, 0.278684
60.8178, 0, 0, 0.323153, 0.449884
61.7759, 0, 0, 0.388649, 0.454343
62.7273, 0, 0, 0.361735, 0.451549
63.6344, 0, 0, 0.382248, 0.449927
64.5684, 0, 0, 0.353449, 0.451581
65.5221, 0, 0, 0.385417, 0.449914
66.2298, 0, 0, 0.382248, 0.449927
67.1618, 0, 0, 0.379009, 0.45147
68.1068, 0, 0, 0.379009, 0.45147
69.0306, 0, 0, 0.382248, 0.451461
69.9619, 0, 0, 0.385249, 0.447006
70.6452, 0, 0, 0.388781, 0.446998
